clean_review,verified_purchase_encoded,review_length_bin,sentiment
love easy use understand,1,Short,1
everything expected disappointed bought week prime day found sale felt offered credit,0,Short,1
love works great kids,1,Short,1
love drawback faultwish gotten gbp vs disappointed anyway,1,Short,1
husband lost planegreat deal works good,1,Short,1
im avid reader year ago would frequently go book store buy soft hardcover books changed bought kindle fire beautiful hd screen books came life longer got tired reading softcover books late night ability adjust brightness page color well highlighting anything thats important changing font font size etc easy whats great fire also full fledged tablet huge app library email web browsing well cameras amazing cannot recommend highly enough buy already wont look back,0,Long,1
recently kindles exactly,1,Short,1
dont know people posting negative reviews werent able get product test one use ipad picture sound quality great use watch movies tv shows read books listen music search internet special prime day bought one parents im excited get set,0,Medium,1
im love,1,Short,1
bought gift mother could share books loves,1,Short,1
gran son enjoying,1,Short,1
pretty good tablet ive grown like carousel approach home screen build quality screen good bit heavy side tablet integration amazon services works well videos music cloud photos books youre prime subscriber really take advantage services negative side theres access google play store lots apps available amazon store live wo gmail app since email client fire configured work gmail many apps wish available google hangouts chrome clash clans browser comes fire doesnt stack chrome chrome isnt available amazon app store dont appear trustworthy browsers available amazon app store summary wasnt prime member id rather true android tablet,1,Long,1
love color great watched two movies far,1,Short,1
cant get one game spent time uno,1,Short,0
perfect non ipad husband,1,Short,1
complicated wanted download book dont want computer,1,Short,0
gift sons th birthdayhe loves,1,Short,1
llove non google thing,1,Short,1
bad watching amazon prime listening amazon music shopping amazonother big smart phone without phone function,1,Short,1
lucky enough get cobalt one prime day considering pretty much deal worth getting prime day pretty happy first tablet go look see arriving discover arriving aug really wont get whole month mean guys ones planned prime day right knew many kindles going offer sale right world didnt plan enough hand actually ship sold going arrive time upcoming trip look looks like im going spend warranty cuz sounds like break easy reading reviews protective screens cases styluses man point im thinking im better canceling purchase accepting prime day flop,0,Long,0
